,username,mediacount,followees,followers
2566,krisprolls_pirate,1957,3087,1077
2567,manoela_nm,421,1100,414
2568,4d.61.72.74.69.6e,0,56,0
2569,juanisvega,76,1510,1100
2570,facund0.arias,2,307,446
2571,atik0984,1,1620,57
2572,skprofile1981,22,7501,588
2573,intem39,0,14,4
2574,odanzy,495,3567,1659
2575,lauta_rolopez_,5,19,12
2576,moree_leriinn,2,852,1902
2577,caste_fra,17,361,735
2578,ozeralpeer,63,330,6221
2579,vocemrecords,30,345,1134
2580,mhb_117,9,177,196
2581,gizzemarslantas,0,196,120
2582,parcela.atelier,3,331,42
2583,carolsilva15_,37,971,1434
2584,m_yasser9,5,529,228
2585,torge__sch,72,1831,181
2586,avilavalentin_,165,5007,3557
2587,sakhumuzi_khuzwayo,0,827,179
2588,mwlikart,30,3984,1755
2589,capo.natina,1,16,1
2590,jouryabid,7,2282,139
2591,schuuuu.pt,1316,956,219
2592,samuskovich31,0,213,90
2593,shooo_flyy,9,85,10
2594,blasfemo_,2,543,300
2595,marimarcano6,7,788,1047
2596,chrisfrancis25,43,1114,1186
2597,mmazlumay,4,265,277
2598,delilerinannesi,0,184,7
2599,y_annm_,32,351,1098
2600,_toma.__,3,545,514
2601,wabbit.arts,11,3068,921
2602,jr.nasif,65,353,305
2603,campos9k,0,21,1
2604,_magosss,35,2466,1471
2605,lea.karlsen3,0,18,85
2606,__big.rob__,13,648,442
2607,mazzzins,21,146,31
2608,arfanvp_,1,306,277
2609,goksintoparlak_,0,480,117
2610,brassgrass6432,0,1048,678
2611,dan0st,30,427,230
2612,masry_20,180,971,776
2613,asiyeinall,4,369,382
2614,oykumuyy3579,0,146,46
2615,sad_gallopinto,23,1143,290
2616,edgevision_,0,9,27
2617,agarwal_ashish_,99,1669,164
2618,delaslow,911,3054,451
2619,giovannamargola,6,1451,375
2620,rajacobs8,213,1674,1045
2621,killian_mcn,41,445,697
2622,_sher_rajput,0,458,167
2623,keffo___,5,109,17
2624,yukseldilara,9,427,596
2625,thiernoly300,1,366,209
2626,pxtrickpin,40,389,3567
2627,fernandoadj,41,2921,546
2628,willrosato,43,926,698
2629,melissa.karaa_,1,78,92
2630,alex_sr19,4,980,748
2631,satishchandra129,27,1877,275
2632,nasser.adjei,0,601,713
2633,gogoldrake,0,134,8
2634,the.tyranny,0,40,3
2635,gsbrabo1,17,1265,686
2636,unkwnarchives,5,123,93
2637,maurimmusic,45,999,2079
2638,riquet,26,235,259
2639,slunickovaaa,62,763,366
2640,ee_sevens,47,780,1110
2641,ahhmedhamdi,0,714,2155
2642,ymt_mag,0,145,0
2643,mauri.47,37,232,143
2644,vega_fabricio,29,367,1232
2645,unacarmenn,3726,1410,190
2646,kami_no_itte,4,431,254
2647,kratoskasoul,0,234,128
2648,enesyilmaz_6,2,331,357
2649,ertand,180,1018,433
2650,ganpe_chan_02,0,27,5
2651,nanamar.i,42,520,427
2652,nitam_c,0,2447,53
2653,sanjaygautam242,0,255,228
2654,paulalsnk,181,411,456
2655,dany_dv,700,995,1565
2656,dhaviaron,1,147,117
2657,again_and_again_and_again,604,4071,611
2658,jakecxs,1737,1413,1033
2659,franvval91,45,686,1090
2660,collinsqram,5,5114,1040
2661,kaiisarina,101,976,704
2662,aekwskulr,0,369,36
2663,koovintheasian,0,244,68
2664,imalexmars,7,1077,275
2665,_thenger,11,548,660
2666,joezei,5,269,315
2667,zamiski243,0,14,0
2668,medineciplakk,8,601,364
2669,johnnypensiero,21,1841,1945
2670,_ice_558,5,215,25
2671,_tinfoilhat_,188,2609,1228
2672,wavypalasbabyyys,293,1412,159
2673,maylay7504,2,666,107
2674,adrain_baeza_15,23,853,239
2675,mridula_anand,910,1648,1088
2676,r_izaaak,0,346,86
2677,ppppia,221,1877,448
2678,thenouleque,55,427,1019
2679,samirdan_,0,411,377
2680,samuel_gbs12,0,858,308
2681,photography_leticiahernandez,249,348,82
2682,rgutierrezs8,12,1112,1156
2683,imnotokeywiththisshit,379,1811,257
2684,hyggytw,48,277,115
2685,bo_bo5439,0,14,0
2686,gabeurdang,2,911,1743
2687,ahmadnasser97,17,231,311
2688,_gutierrezgonza,48,993,1289
2689,reqetern,0,263,0
2690,infinity_capital_inc,6,78,5442
2691,only__dani,3,266,315
2692,synzcream,0,219,224
2693,doctor.ham,20,510,121
2694,j.u.a.n.j.o.e.l,13,156,125
2695,rockstarchainsz,0,388,538
2696,florin.paz,2,83,148
2697,bhuwan_ga,32,710,280
2698,bbrightvc_win8,223,379,134
2699,verajd,1,628,22
2700,ex4mple2871,0,48,11
2701,mysketchbook.mx,160,651,474
2702,luca_kaupert,91,424,443
2703,xocei,0,3,5
2704,selincukul,21,1476,1298
2705,rodrigobernardo__,232,980,590
2706,ziggyspeeks,8,28,24
2707,geraazo,90,75,26
2708,mirotskv,0,647,241
2709,frabknie,97,177,41
2710,breezy_montclair,5,636,680
2711,giuda.ballerino,24,1703,539
2712,colino_pipino,106,888,3126
2713,rafamonroyg,9,838,1210
2714,darthlevrum,0,18,18
2715,fabrix9975,0,215,116
2716,uotcast,0,37,2
2717,fatihh.uzun,16,1123,496
2718,p1xinn,44,153,116
2719,_davenoakes,973,1629,460
2720,charmy.23,0,262,142
2721,weicadolai_,2,214,221
2722,apachestanishaman,0,218,15
2723,caitlinnbeaudry,0,471,1015
2724,thomas_.frs,12,321,242
2725,andresgomezduran,49,301,67
2726,vinicarvr,4,222,207
2727,miguicaam,465,1423,885
2728,pinesaredancing,133,408,148
2729,azratunayturgutt,3,303,164
2730,21danberg,2,243,86
2731,zch_the_destroyer,0,154,58
2732,busracum2,0,19,0
2733,inthequiteroom,0,20,3
2734,oziellromero,2,176,62
2735,juanssv,11,228,83
2736,ald_khkhkh,0,150,6
2737,sittinginacloud_,5,350,160
2738,marcotuliodinali,9,322,180
2739,jorgesteban98_,41,296,326
2740,julia_nek_va,0,327,86
2741,keonsyeub,1,98,34
2742,adamgrabowski_,29,1142,2239
2743,joaoslivinski,3,184,124
2744,droioid,237,545,162
2745,ehabouayash,10,426,280
2746,raiskijoza,5,272,187
2747,blackking_29,13,1541,607
2748,toranja_mecanica,2,126,65
2749,neeuq_bee,0,2452,166
2750,whyalwaysme012,0,9,0
2751,dddaxxeesshh,1,774,420
2752,aisha_l_o,1,596,607
2753,eevx1,0,172,133
2754,macz07,22,509,431
2755,saul_drake,48,269,107
2756,anapclopess,46,824,1204
2757,02.0621,3,431,482
2758,rydermellett,31,928,686
2759,yyerdal,2,396,316
2760,ondrej_eejj2.1,5,389,70
2761,pedro.hcferraz,4,242,443
2762,mohammedashrafelhag,0,64,15
2763,iamabeerali,2,129,91
2764,micheloliveiracastro11,116,396,2975
2765,ld99xx,0,144,35
2766,lexpoleta,314,454,48349
2767,theo_lorek,1,109,77
2768,mrgnhdz,9,218,242
2769,ohceegee_,64,353,370
2770,beratayataa,0,5,4
2771,dok595,35,457,158
2772,gonx26,0,402,346
2773,8keef,48,376,192
2774,maryananovosad,262,567,700
2775,robaits_,53,81,69
2776,bryan_zolep,60,967,220
2777,donewitheverything99,0,664,19
2778,cwtg1998,0,44,13
2779,huangjuehe,47,398,263
2780,skullozcrsg7,249,1003,257
2781,j.a.killa,0,538,92
2782,timtimontheway,240,750,316
2783,arnoldjosephh,29,303,268
2784,daserstone47,82,550,298
2785,jaastagra,0,36,0
2786,colemanchrisb,94,188,180
2787,realehsanhasani,7,405,145
2788,susanvflynn,592,938,402
2789,ivanovvtl,655,266,744
2790,laundrymanlv.333,7,1176,38
2791,amruxiii,7,442,325
2792,andresxr5,3,506,380
2793,jaay.ad,9,587,235
2794,nahomxdd,11,1721,459
2795,ravelaator,0,242,33
2796,cameron_331,2,662,461
2797,tyllenol_,8,484,903
2798,tkr_lenny,18,501,184
2799,l3d0,73,151,117
2800,aididroslann,54,337,292
2801,barbara_rhz,53,98,25
2802,licordepolo,132,626,231
2803,sebastian.groebner,0,101,79
2804,xx_3ryl,0,103,48
2805,a_vydysh,101,356,444
2806,abdalrhmanabdalazez,1,4300,467
2807,justabdulaziz.27,0,39,42
2808,nishanthn17,0,158,85
2809,azzam.h3,2,388,569
2810,primevashimus,0,79,30
2811,hd2824dskq92iejs09,27,1029,0
2812,o_colleen_,96,971,2356
2813,tradermaniax,0,208,30
2814,chris.culombus,0,161,68
2815,jrecio1996,62,315,108
2816,theochanavat,10,814,815
2817,uygar.prmksz,0,142,193
2818,_steffenw,30,167,37
2819,kim_379,172,840,938
2820,d.karaula,0,170,95
2821,_7.1oz._,0,277,301
2822,sarticusmen,288,1211,1501
2823,karimhamdy02,434,615,568
2824,abdulhadi_nomi,0,1000,98
2825,pipousimao,0,6,7
2826,anasmassad.1992,11,358,163
2827,8annjo,9,136,117
2828,_subliminal_face_taiga,0,278,266
2829,kiramovesmountains,29,590,191
2830,voqz,1,414,1774
2831,trashr47,2,91,88
2832,bryan_becma,4,368,348
2833,lichking72,54,638,180
2834,ahmetyigity_,1,459,359
2835,kk1te,2,300,62
2836,suzancansu,3,256,247
2837,ozgeoksz,16,382,428
2838,d_granado_s,19,804,245
2839,dlaradndr,2,706,560
2840,gwbarreto,0,140,159
2841,hijazidune,161,753,1289
2842,mar.ameow,325,1397,17503
2843,darius.govor,9,1766,677
2844,nube0.0,0,165,381
2845,ilaydaselingundogan,0,350,240
2846,nonnostefania,808,361,154
2847,akisathan,279,1380,11854
2848,ranakucukx,16,346,537
2849,_vishveshpatel,15,317,371
2850,crisdoce_12,30,176,51
2851,valentina.cdiaz,15,1274,1245
2852,_escoria_mundana_,12,1530,445
2853,10gilsoares,1310,663,195490
2854,berker.yilmaz,3,1569,1284
2855,leooo_xx444,3,2484,584
2856,caglayakinlar,30,666,694
2857,misiekjackowski,40,135,458
2858,ednrgrsy,0,240,159
2859,anais_frn,2,590,201
2860,mu.baa,154,244,291
2861,arteouu,0,122,88
2862,rorysmo,85,725,2346
2863,amizzle_tone,30,3996,664
2864,pazgpandoloustau,210,157,94
2865,b.mohls,32,649,1404
2866,ynnej.jk,1,116,19
2867,q727292,0,153,75
2868,6ix.boy,3,875,343
2869,shaikhaalqa,1,88,56
2870,srancent,0,639,487
2871,dantenoguez,12,86,728
2872,sourcelovekang,1565,5095,1686
2873,mihaeeellaaa,84,739,1438
2874,thecoldwindsofchange,53,4522,114
2875,adrimichelletorres,60,912,1299
2876,corsi____,6,348,816
2877,ismiev_sarkhan,12,779,1251
2878,kunisucommunity,16,164,194
2879,an.dor_e,1,28,26
2880,manuel_gg_ff,1,2732,981
2881,jlecez,209,271,262
2882,madridspain14,127,500,390
2883,fram_bc,9,1404,1414
2884,gabriel_cristopher10,1,3082,1126
2885,lucasmasteer,5,950,1327
2886,junior_oolaya,0,382,139
2887,urin3lov3r666,205,592,33
2888,melrod1320,0,312,15
2889,berfinbozdemir,27,918,850
2890,tcmg1648,697,1017,177
2891,rtql8d,657,573,4023
2892,duchesswitcher,39,262,11
2893,psychiia_,46,478,985
2894,lachicadelcocobongo,12,940,874
2895,oo.4rce,12,198,94
2896,ripedu,1,997,1662
2897,msmm_rm_,41,7501,370
2898,andhikainsyira,2,323,572
2899,cesarsalazar_,322,849,835
2900,richardjfv.raw,6,950,113
2901,mattgdavis,13,368,1621
2902,zhvowa,32,25,21
2903,tentaclestudio,580,2093,751
2904,neddydawg,0,496,88
2905,mtrleyes,15,51,19
2906,emerazz,15,794,1103
2907,unweychino,135,1858,292
2908,laurice_ashley,10,710,950
2909,mundanemike,21,847,511
2910,3msn7,2,804,127
2911,gaavrilaa,1,205,393
2912,salodabbah,14,219,248
2913,miro6477,219,544,240
2914,arinolook,0,140,0
2915,marianabarrera15,9,777,1406
2916,_isaloredo,64,2298,234
2917,atomsk77,1,234,73
2918,unavailable.angel.11,10,535,437
2919,jooj_matheus,6,3348,502
2920,loismerg,4,195,186
2921,ta7ina,0,294,0
2922,alvarosadey,0,197,219
2923,off_olucas,50,1306,3538
2924,bruninwtf,52,281,973
2925,igorbarizao,1,1148,748
2926,ayon.zzz,0,173,104
2927,geanpascoal_,6,516,1256
2928,krushnamayeepanda,56,5123,592
2929,analuisa.er,29,258,688
2930,guilherme_0xx0,0,427,52
2931,pl.knt.i.ll.b.g.th,1,229,117
2932,calheirospedro_,1,1116,948
2933,bruno_kamishiro,6,885,993
2934,abrahao.lnd,6,345,166
2935,alimartos,290,1252,546
2936,dmiller.time,5,163,154
2937,desire_dominguez,180,907,798
2938,welbejunior,6,350,391
2939,dilaracelebiler,0,707,1162
2940,aranza.picatelapanza,1461,3746,4693
2941,a_arcoverde,0,586,244
2942,vn11nv,1,2642,299
2943,ezgi_gundogdu,651,1370,1268
2944,falatubrando,17,601,759
2945,damlaysu,31,1287,1714
2946,lealgabrielc,20,2202,1080
2947,valddx,4,960,1194
2948,paulo.stn_,18,566,242
2949,evil__hag666,449,1374,660
2950,gabriel_bern_,4,1412,861
2951,hanphelps,75,2221,895
2952,_gio_lyssa_,2,801,1040
2953,tinogabrieel,0,659,336
2954,loxigilla_noctis,28,790,168
2955,lordpayo,4,530,222
2956,chris_erre,54,834,1273
2957,uchoalo,2,43,48
2958,holladge,24,297,46
2959,limabernardo.17,0,591,269
2960,viozgur,2,561,483
2961,wristondavis,0,3971,545
2962,filipelxge,1,455,751
2963,george_hollyridge,25,445,242
2964,danielca95,93,330,242
2965,_spidercodm,47,176,91
2966,ek4ndres,203,1384,4698
2967,maxqr26,1,2946,277
2968,_almoh,23,1541,440
2969,alanmian,4,610,477
2970,_naturalalchemy,414,1191,1731
2971,shem_inion,0,298,146
2972,ffaiqboyz_,1,2237,2362
2973,nekrasov_veshchayet,1,201,10327
2974,gabriel.plopes,0,519,146
2975,mysoulnigga_,5,90,49
2976,fernibau,166,263,167
2977,mw3_gaming_,24,366,148
2978,jaoovictorz,7,894,335
2979,midupp,6,363,77
2980,rickkk_af,2,678,232
2981,aimee_louis,29,565,760
2982,conradix_x,2,474,146
2983,sirjv_,4,486,64
2984,nickygmtc,12,1567,1413
2985,yhovana.xh,0,475,300
2986,kz_79_,3,471,470
2987,_pedro.cinchetta_,0,222,53
2988,rainypops.studio,0,15,89
2989,benzo212,0,285,50
2990,galesco,86,1475,5051
2991,pedroweber12,0,960,236
2992,_pablosousaa,1,593,1427
2993,joe_foster91,141,635,320
2994,slm.cnblt,0,614,372
2995,snxdpx,13,689,697
2996,kauemartini_,0,488,1286
2997,itsvoicic,107,762,163
2998,ihenryb_,21,983,347
2999,erhungunay,0,309,229
3000,hugovmf,15,905,1447
3001,_eternal_nirvana_,16,1820,1028
3002,soutofxp,0,2099,1162
3003,gvicente_98,64,1032,713
3004,romulo_bfilho,9,4191,1013
3005,mineeckrr1,38,611,357
3006,i__3lii,3,770,2053
3007,willalexs_,1,1753,403
3008,giulialvaro,64,832,1579
3009,antonio.skrrr,5,7013,1025
3010,rigoni.mp3,0,860,252
3011,murilocalori,78,1748,1833
3012,beluucostas,5,839,732
3013,tumursanjaa,3,240,72
3014,offslowaz,2,637,138
3015,gustavin022_244,110,5022,504
3016,felipemfd,740,2308,426
3017,dan_jsp,3,1413,832
3018,joeharris230,0,33,12
3019,la_macchinetta,140,1213,892
3020,brbxavier_,8,1212,361
3021,xxbazokaaxx,26,304,273
3022,volkeens,14,308,474
3023,eulucasgois,8,1231,494
3024,reallynigga___________,0,157,190
3025,vinivirgolino,0,336,205
3026,o_lucaasss,3,431,96
3027,visgent,7,372,490
3028,amora_xxf,21,122,189
3029,n_nopparat_t,1,277,23
3030,ilias_alaoui10,7,4111,733
3031,armaniix__,0,552,955
3032,nixolaxx_06,18,1600,588
3033,lucas_martini3,6,614,421
3034,design_n56,33,501,117
3035,666mlguel,0,152,252
3036,libertad.zam,39,740,1397
3037,fredd.sampaio,2,645,553
3038,lucasvon08,2,657,48
3039,danilo_r77,6,1036,500
3040,theivanglitch,37,61,93
3041,adriancolmenar,36,1239,935
3042,jonas.alvr,7,396,249
3043,tavar9s,2,4017,1289
3044,luisarthurrc,0,282,267
3045,defasted,1,560,440
3046,igor_furini,3,948,589
3047,valleseyyah,195,703,474
3048,andfreiree,148,2212,1072
3049,brunofdelima99_,8,949,229
3050,anaturalcycle,166,618,185
3051,lau401,674,1296,474
3052,_leoolima,5,922,1389
3053,bruno.dalloglio,1,622,706
3054,swagodrip,7,139,286
3055,e_ghisleni,6,754,263
3056,rodrigo_untar,8,527,571
3057,berkaysapiens,10,692,229
3058,ahmed_sabra99,7,640,382
3059,476.6940da,10,129,128
3060,vithor9x,0,641,2037
3061,sxncti,0,21,0
3062,joaovitordos5,0,646,152
3063,zo3nefaa_,1,442,1303
3064,luiz_marqs,60,1884,1994
3065,_rafaellmt,0,848,562
3066,lepzleo,1,448,208
3067,claraszlm,74,661,780
3068,artbonatto,3,137,66
3069,sedatkoksals,65,228,40
3070,brkyozdemir,57,626,814
3071,marcos_lima._,0,6569,1054
3072,selfloveangelsclub,0,68,17
3073,juliankitsz,11,326,590
3074,iluvmfsoso,7,17,0
3075,cotoforever,1,1169,0
3076,kokermon,734,2106,194
3077,bbyabbyy_,4,619,2768
3078,vytin.rs,0,133,805
3079,luxartvisuals,570,98,116
3080,el.padr1no,33,3376,127
3081,imgmrv,57,1362,316
3082,busraovuc,2,291,479
3083,nless727,0,27,1
3084,isbrown1998,65,525,2840
3085,alecsander_mt_ninja996,20,334,188
3086,tygnckr,982,1896,1329
3087,heartmeltingx,37,754,409
3088,isis_acostx,1,655,620
3089,takahiromaehara.tm,39,587,295
3090,_hugovallin_,171,301,264
3091,m4rciorodrigues_,4,659,1032
3092,kaku_28,78,2367,1446
3093,rmsigla,0,565,1183
3094,jedu7759,3,992,399
3095,karinabatz,59,1385,259
3096,morticiatissy,483,2895,1064
3097,br.assis1,103,1215,1703
3098,daniforonda97,41,1516,1837
3099,tomoyakakei,619,1092,2277
3100,umutcanpollat,1,642,668
3101,otonomousy,8,11,32
3102,amarcus_123,0,271,8
3103,rafael_calasansz_,3,496,616
3104,aadhyaachawla,32,1074,432
3105,cyril21179,17,828,395
3106,randogunga,56,750,223
3107,slk_gaguinho._,0,208,1065
3108,ashar_masroor,0,358,32
3109,candee.ginex,0,1155,215
3110,sara_jabari45,0,2355,141
3111,css.nostromo,21,303,172
3112,joaovkt_,0,164,126
3113,diego.a.azevedo,3,163,35
3114,eb_stelle,106,74,42
3115,victor_sanchs,6,602,901
3116,sena_tnaa,0,218,195
3117,ash8ateight,0,609,63
3118,ciccio_mal,1618,1051,603
3119,ivaninho,9,619,695
3120,edg4f,32,952,537
3121,j13_alvarezzz,9,698,1096
3122,deividfelix_,12,356,798
3123,jojoxsb,16,510,1580
3124,slay3r_a1,0,469,28
3125,trulyriki,0,148,6
3126,sharonfeltrin,634,1306,135
3127,victorllk.f,4,4595,1761
3128,ipekkuslu,49,934,577
3129,feban85,19,24,4
3130,saturncows,1,398,159
3131,qtr1121,0,1089,115
3132,the.way.i.see.itt,125,472,1452
3133,julianojungless_,2,206,174
3134,joaocvictorz,2,211,149
3135,biancaburciu,63,935,1799
3136,luis.duffelbags,466,435,109
3137,cc.emii,0,159,228
3138,luishenrique.0,1,988,126
3139,vallah4rta,10,63,50
3140,taka_ne,1682,2213,173
3141,borgez._,1,1467,340
3142,wqaiid,3,123,55
3143,olliverbr,10,3605,1641
3144,imhashyra,2,915,1951
3145,muhammetgullu_,1,413,583
3146,kenanmanioglu,0,669,507
3147,voiteshonock,4,193,36
3148,fynnvian,39,523,611
3149,netaop,1,1060,237
3150,merenwini,873,826,846
3151,lucaaspires,41,906,1116
3152,kirayoshidesu,6,68,5
3153,vitorviik,7,388,730
3154,gabnahon,25,470,273
3155,aneriko_vespucci,610,697,3799
3156,paulolimv_,0,1057,227
3157,valerielendvay,1056,3231,4421
3158,eat.the.suspicious.brownie,1093,1208,194
3159,_danielneves,0,471,204
3160,nair.anamika,87,1683,330
3161,kynikrie,275,569,3468
3162,gabrielceni_,5,3003,1487
3163,_medero,17,8,47
3164,medero.raw,30,1247,1659
3165,avila_soso,22,402,131
3166,yusuke_yoshinaga,1538,1304,2148
3167,wfzco27149,0,158,20
3168,steveglns,60,302,310
3169,sarpozgencc,13,679,669
3170,404bruxo,0,480,92
3171,nicolas_jesus14,14,3424,1032
3172,nimongii,10,284,155
3173,talhaizm,4,578,510
3174,vivelacobra,2,130,103
3175,lucaas_m7,5,2895,543
3176,caualoll,2,767,103
3177,_a4imi,51,506,121
3178,zintiabelen,1630,1277,531
3179,haidilene,204,925,3499
3180,stelios_english,11,446,196
3181,mizrakozan,81,764,127
3182,cris.bresan,4,761,3689
3183,ixlanio,6,2642,1584
3184,nycsb.ege,38,632,1522
3185,chcg_98,30,1471,1751
3186,ariareticent,6,99,124
3187,henriquelopesc,42,870,393
3188,pervinceren,5,449,339
3189,being.krishhhh,8,606,422
3190,gu_psa,7,1001,154
3191,_j_ess____,35,1658,334
3192,keithdumanski,19,645,556
3193,dxzmvn,225,509,224
3194,firdavsjonihisori,0,583,81
3195,ayysekubra,0,359,279
3196,langer_gabriel,3,585,751
3197,marinho9598,16,955,147
3198,aldoaceval,22,943,190
3199,lilliiputt,1,505,400
3200,cherxbin,2,50,19
3201,salmakhader22,1,3875,549
3202,ezricgram,13,2416,632
3203,ritushh,3825,898,1544
3204,sabah_n7,23,1105,582
3205,the_plastic_factory,25,777,163
3206,maytesci,1,38,32
3207,pancake_jimmy,355,1380,425
3208,trabalhosujo,20063,3061,21246
3209,arkitek_,2364,977,2272
3210,s_ilinx0,2,1352,526
3211,_e.aleixo,78,1134,909
3212,ogulcankutluca,6,364,524
3213,chepablin,123,805,646
3214,bxxr__,6,1126,627
3215,matizara98,60,473,546
3216,sameeeeeeep,85,907,513
3217,carlostheboy19,0,1178,237
3218,rocsanw,31,519,591
3219,nickhh,326,380,349
3220,ensfrknkrks,23,568,524
3221,ahamails,14,1150,203
3222,ygorsilvapinheiro,1,285,204
3223,jaopreto1_,0,1136,216
3224,younesababi,21,1138,284
3225,mmilazzo_,0,622,186
3226,hasan_almak2,0,555,152
3227,bibiancaaas,299,1113,393
3228,yarengulteki.n,2,511,686
3229,nitroso_piadas,3,728,52
3230,aarielsosa,210,1920,1288
3231,omurillo_03,0,269,291
3232,bothnosecurityforweb,4,40,10
3233,saurabhji.eth,63,717,897
3234,aghooker,166,888,2299
3235,cpennypen,8,828,610
3236,nibilman,12,470,215
3237,i77dnnz,0,229,102
3238,drikaozzy,177,1991,1064
3239,floran.xh,12,819,305
3240,marlon_0995,11,384,281
3241,micaela_cattiva,0,460,337
3242,devraj1994123,23,234,134
3243,_esdaniela,4,654,154
3244,argangorgulu,74,1187,740
3245,solarrss,46,280,449
3246,bernardobrandes,0,771,511
3247,palm.lilac,2559,506,1090
3248,celine.gurel,10,156,71
3249,t__duke,199,749,841
3250,ryz0n,561,1985,2032
3251,vl.bakumenko,3,110,53
3252,hugo4rous,1,271,462
3253,kojine_,0,53,10
3254,dhruv.trehan,1056,1363,1059
3255,adaskin,2,1779,470
3256,pedroossilva22,27,293,232
3257,deboragregorio,356,918,408
3258,purpleblue7,358,1633,50
3259,jm.bernardi,14,702,448
3260,mrad_6,173,1141,896
3261,jony_ambriz,12,436,195
3262,aquilezmoreira,9,644,641
3263,danlopezq,5,685,366
3264,yagomunizzz,0,936,362
3265,daniel.hvy,51,1199,694
3266,abreuplay_,34,490,301
3267,kenyermayorga,3,4676,565
3268,mr.popaie,111,4351,1094
3269,fabianbhrns,3,350,564
3270,thrifiting_365,0,3710,1159
3271,weweedas,1,142,80
3272,namelessbekk1,217,7500,696
3273,hhugo_felipe,113,1704,718
3274,natan_silvag,2,1326,207
3275,leo_varricchio,1,518,282
3276,juanxcosmix,54,1053,346
3277,srihariiyer,785,1332,1206
3278,kauan_lins,6,1035,1382
3279,vpucineli,2,190,112
3280,dansimerman,9,771,425
3281,gt_alvares,0,458,646
3282,whatgabysaw,823,2509,811
3283,undoform,1,1609,119
3284,dafknwolf,0,641,46
3285,barxni,10,249,90
3286,gmangoico,2,494,560
3287,tomas.decaboteau,61,783,605
3288,maryatejeda,298,1672,1771
3289,reflexezz,12,800,480
3290,ismarsi_matheus,4,1378,265
3291,rahaf_sulaiman1,5,619,312
3292,bendensanahayirgelmez,0,44,20
3293,ozymandias_j,626,4922,2167
3294,cxtxstrofica,48,724,849
3295,hashevolutions,8,326,69
3296,rid_ridd,2,181,85
3297,bernardojader,7,2124,262
3298,ntmynks,0,265,147
3299,abduljouria,211,708,1195
3300,rod7n,0,517,225
3301,iiaim_,3,210,685
3302,annabruck,730,1300,477
3303,hazalturkmens,53,650,427
3304,agrt22,301,844,483
3305,0felipes,0,710,450
3306,clairegrvir,4,602,281
3307,lucca117,0,946,261
3308,ovituu__,6,230,210
3309,lovingsecond,0,55,0
3310,orlena_thms,23,914,3146
3311,got_sssteven,2044,7416,376
3312,roobertomunoz,0,1051,1276
3313,fxvowk,2,951,36
3314,jimenezmati,221,2026,1274
3315,lunaasecas,1,133,61
3316,piki_palvar,5,1035,786
3317,gaaelga,1,197,296
3318,nolllongerhuman,21,114,201
3319,machado.breno,71,688,266
3320,juankzuhe,52,1961,152
3321,d.a.n.u.r.a,90,335,214
3322,patri.ece,57,994,1041
3323,lucas_off____,5,624,307
3324,meobviously,3,774,249
3325,sussycat2,9,39,5
3326,carlosalexandremaravai,45,2378,1571
3327,ilyshawty77,1,4311,2232
3328,kaissben2,0,4383,410
3329,nathanmoura__,24,515,568
3330,cecilipurin,16,333,2122
3331,nathalia.holanda,278,709,575
3332,cloe____________________,24,2020,682
3333,chadcf_,7,295,307
3334,santiagogomezg_,2,433,1253
3335,mhmdhassoun12,170,1250,1280
3336,jaimepadi9,145,695,679
3337,ayoubouharem,1,7259,379
3338,ahidemindilaver,8,613,536
3339,cau4.y,22,541,484
3340,quase_gabriel,0,453,145
3341,andersons.junior,0,729,168
3342,diohnny1,2,493,96
3343,mariacamilasoleibe,497,2639,83393
3344,zgodbar,13,85,57
3345,turgutsarac,166,639,642
3346,vhunyyx,10,1139,333
3347,gabrielbacelar28,0,1250,208
3348,_rjunior23,23,328,507
3349,jotage021,152,4020,1057
3350,pedrxwrld,4,415,379
3351,beamxrboyy,0,384,342
3352,_luchorueda,10,334,1360
3353,gabrieltrind_,0,158,47
3354,balwinderrkaur,159,444,284
3355,oh.mez,0,265,55
3356,pompompankeeki_,1,151,23
3357,weronikarajayoga.alpizar,186,4641,1570
3358,willudicrous,0,108,0
3359,_iamdonaa,3,930,470
3360,vinimoraisdc,0,1978,207
3361,jesusman100,66,1728,1092
3362,ygoazambuja,2,222,184
3363,wwwumatheuss,0,109,120
3364,geomctavish,11,387,283
3365,a10drade,3,491,525
3366,erk.artes,71,812,2066
3367,rp._22,2,1021,1112
3368,gabriel_bau_,1,982,332
3369,jorib_,54,544,184
3370,juniordo806,1043,589,447
3371,samuel___07_,2,808,198
3372,damlaglle,0,398,509
3373,_.trups,0,235,242
3374,bebebeey,236,3467,219
3375,dubskita,21,298,391
3376,aka_cxstiel,1,935,443
3377,checodelmuro,117,3340,1235
3378,igordanrley,305,1397,1917
3379,merralketbi,2,185,302
3380,roodnova,0,8,1
3381,jdaviche,125,569,610
3382,pkrsule,44,966,189
3383,goodluke74,335,1614,580
3384,ernestobranc,2,573,975
3385,rafaelgomes.sz,3,1466,411
3386,raysonearth_ofc,6,81,304
3387,http_simeone_,10,395,607
3388,aisha_alsirkeek,1,106,601
3389,angel.shushi,53,1432,187
3390,federicognoli,526,4350,571
3391,_kaefe_,0,578,566
3392,italox_m,2,1032,167
3393,caiomna,11,122,220
3394,gontjhjo,0,1754,633
3395,badzaki_,67,487,495
3396,september3_________,0,983,3534
3397,https_viitoor,0,197,190
3398,marcosangeloo,0,238,267
3399,leocardos0,27,394,373
